,description,en,fr,pl,ru,es,it,ga,fil,de,tr,id,pt,jp,zh
DESC_SMBS_SILVER,,Collect every Silver Medal in Marathon Mode for Super Mario Bros. Special,Collecter toutes les médailles d'argent du mode Marathon de Super Mario Bros. Spécial,Zdobądź każdy srebrny medal w trybie maratonu dla Super Mario Bros. Special.,ПoлУчиte bce cepeбpяhыe meдaли b peжиme mapaфoha для Super Mario Bros. Special,Consigue todas las medallas de plata en el modo maratón de Super Mario Bros. Special.,,ＣＯＬＬＥＣＴ ＥＶＥＲＹ ＳＩＬＶＥＲ ＭＥＤＡＬ ＩＮ ＭＡＲＡＴＨＯＮ ＭＯＤＥ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＳＰＥＣＩＡＬ,Maka-Silver sa Maraton sa Super Mario Bros. Special,Erhalte jede Silber-Medaille im Marathon-Modus in Super Mario Bros. Special.,Super Marİo Bros. Specİal'ın Maraton Modundakİ tüm Gümüş Madalyaları kazan.,Kumpulkan setiap Medali Perak dalam Mode Marathon di Super Mario Bros. Special,Colete todas as Medalhas de Prata no Modo Maratona para Super Mario Bros. Special.,マリオスペシャルのマラソンですべてのきんメダルをあつめて,在超级马力欧兄弟 特别版的马拉松模式中收集全部银牌。
DESC_SMB1_GOLD,,Collect every Gold Medal in Marathon Mode for Super Mario Bros.,Collecter toutes les médailles d'or du mode Marathon de Super Mario Bros.,Zdobądź każdy złoty medal w trybie maratonu dla Super Mario Bros.,ПoлУчиte bce Зoлotыe meдaли b peжиme mapaфoha для Super Mario Bros.,Consigue todas las medallas de oro en el modo maratón de Super Mario Bros.,,ＣＯＬＬＥＣＴ ＥＶＥＲＹ ＧＯＬＤ ＭＥＤＡＬ ＩＮ ＭＡＲＡＴＨＯＮ ＭＯＤＥ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ.,Maka-Gold sa Maraton sa Super Mario Bros.,Erhalte jede Gold-Medaille im Marathon-Modus in Super Mario Bros.,Super Marİo Bros'un Maraton Modundakİ tüm Altın Madalyaları kazan.,Kumpulkan setiap Medali Emas dalam Mode Marathon di Super Mario Bros.,Colete todas as Medalhas de Ouro no Modo Maratona para Super Mario Bros.,マリオ1のマラソンですべてのかねメダルをあつめて,在超级马力欧兄弟的马拉松模式中收集全部金牌。
DESC_SMBLL_GOLD,,Collect every Gold Medal in Marathon Mode for Super Mario Bros. The Lost Levels.,Collecter toutes les médailles d'or du mode Marathon de Super Mario Bros. Les Niveaux Perdus,Zdobądź każdy złoty medal w trybie maratonu dla Super Mario Bros. The Lost Levels.,ПoлУчиte bce Зoлotыe meдaли b peжиme mapaфoha для Super Mario Bros. The Lost Levela,Consigue todas las medallas de oro en el modo maratón de Super Mario Bros. The Lost Levels.,,ＣＯＬＬＥＣＴ ＥＶＥＲＹ ＧＯＬＤ ＭＥＤＡＬ ＩＮ ＭＡＲＡＴＨＯＮ ＭＯＤＥ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＴＨＥ ＬＯＳＴ ＬＥＶＥＬＳ.,Maka-Gold sa Maraton sa Super Mario Bros. The Lost Levels.,Erhalte jede Gold-Medaille im Marathon-Modus in Super Mario Bros.: The Lost Levels.,Super Marİo Bros.: The Lost Levels'ın Maraton Modundakİ tüm Altın Madalyaları kazan.,Kumpulkan setiap Medali Emas dalam Mode Marathon di Super Mario Bros. The Lost Levels,Colete todas as Medalhas de Ouro no Modo Maratona para Super Mario Bros. The Lost Levels.,マリオ2のマラソンですべてのかねメダルをあつめて,在超级马力欧兄弟 失落的关卡的马拉松模式中收集全部金牌。
DESC_SMBS_GOLD,,Collect every Gold Medal in Marathon Mode for Super Mario Bros. Special,Collecter toutes les médailles d'or du mode Marathon de Super Mario Bros. Spécial,Zdobądź każdy złoty medal w trybie maratonu dla Super Mario Bros. Special.,ПoлУчиte bce Зoлotыe meдaли b peжиme mapaфoha для Super Mario Bros. Special,Consigue todas las medallas de oro en el modo maratón de Super Mario Bros. Special.,,ＣＯＬＬＥＣＴ ＥＶＥＲＹ ＧＯＬＤ ＭＥＤＡＬ ＩＮ ＭＡＲＡＴＨＯＮ ＭＯＤＥ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＳＰＥＣＩＡＬ,Maka-Gold sa Maraton sa Super Mario Bros. Special,Erhalte jede Gold-Medaille im Marathon-Modus in Super Mario Bros. Special.,Super Marİo Bros. Specİal'ın Maraton Modundakİ tüm Altın Madalyaları kazan.,Kumpulkan setiap Medali Emas dalam Mode Marathon di Super Mario Bros. Special,Colete todas as Medalhas de Ouro no Modo Maratona para Super Mario Bros. Special.,マリオスペシャルのマラソンですべてのかねメダルをあつめて,在超级马力欧兄弟 特别版的马拉松模式中收集全部金牌。
DESC_SMB1_RUN,,Complete a full game marathon for Super Mario Bros. (Either Warpless or Any%),Compléter en entier un marathon de Super Mario Bros.,Ukończ pełny maraton dla Super Mario Bros.,Пpoйдиte пoлhый mapaфoh для Super Mario Bros.,Completa una maratón completa del juego Super Mario Bros. (ya sea sin guerras o con cualquier porcentaje).,,ＣＯＭＰＬＥＴＥ Ａ ＦＵＬＬ ＧＡＭＥ ＭＡＲＡＴＨＯＮ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. (ＥＩＴＨＥＲ ＷＡＲＰＬＥＳＳ ＯＲ ＡＮＹ%),Makatapos ng Buong Game sa Maraton sa Super Mario Bros. (Warpless o Any%),Beende ein volles Spiel-Marathon in Super Mario Bros.,Maraton Modunda Super Marİo Bros'u bİtİr.,Selesaikan maraton permainan penuh di Super Mario Bros.,Complete uma maratona do jogo completo para Super Mario Bros. (Warpless ou Any%),マリオ1のゲームマラソンをクリアしろ,完成超级马力欧兄弟的完整马拉松（无跳关或Any%）。
DESC_SMBLL_RUN,,Complete a full game marathon for Super Mario Bros. The Lost Levels (Either Warpless or Any%),Compléter en entier un marathon de Super Mario Bros. Les Niveaux Perdus,Ukończ pełny maraton dla Super Mario Bros. The Lost Levels.,Пpoйдиte пoлhый mapaфoh для Super Mario Bros. The Lost Levels,Completa un maratón completo del juego Super Mario Bros. The Lost Levels (ya sea sin guerras o con cualquier porcentaje).,,ＣＯＭＰＬＥＴＥ Ａ ＦＵＬＬ ＧＡＭＥ ＭＡＲＡＴＨＯＮ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＴＨＥ ＬＯＳＴ ＬＥＶＥＬＳ (ＥＩＴＨＥＲ ＷＡＲＰＬＥＳＳ ＯＲ ＡＮＹ%),Makatapos ng Buong Game sa Maraton sa Super Mario Bros. The Lost Levels (Warpless o Any%),Beende ein Spiel-Marathon in Super Mario Bros.: The Lost Levels.,Maraton Modunda Super Marİo Bros.: The Lost Levels'ı bİtİr.,Selesaikan maraton game penuh di Super Mario Bros. The Lost Levels,Complete uma maratona do jogo completo para Super Mario Bros. The Lost Levels. (Warpless ou Any%),マリオ2のゲームマラソンをクリアしろ,完成超级马力欧兄弟 失落的关卡的完整马拉松（无跳关或Any%）。
DESC_SMBS_RUN,,Complete a full game marathon for Super Mario Bros. Special (Either Warpless or Any%),Compléter en entier un marathon de Super Mario Bros. Spécial,Ukończ pełny maraton dla Super Mario Bros. Special.,Пpoйдиte пoлhый mapaфoh для Super Mario Bros. Special,Completa un maratón completo del juego Super Mario Bros. Special (ya sea sin guerras o con cualquier porcentaje).,,ＣＯＭＰＬＥＴＥ Ａ ＦＵＬＬ ＧＡＭＥ ＭＡＲＡＴＨＯＮ ＦＯＲ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＳＰＥＣＩＡＬ (ＥＩＴＨＥＲ ＷＡＲＰＬＥＳＳ ＯＲ ＡＮＹ%),Makatapos ng Buong Game sa Maraton sa Super Mario Bros. Special (Warpless o Any%),Beende ein Spiel-Marathon in Super Mario Bros. Special.,Maraton Modunda Super Marİo Bros. Specİal'ı bİtİr.,Selesaikan maraton game penuh di Super Mario Bros. Special,Complete uma maratona do jogo completo para Super Mario Bros. Special. (Warpless ou Any%),マリオスペシャルのゲームマラソンをクリアしろ,完成超级马力欧兄弟 特别版的完整马拉松（无跳关或Any%）。
DESC_ANN_PRANK,,Get a P Rank in every level for All Night Nippon: Super Mario Bros.,Obtenir un rang P dans chaque niveaux de All Night Nippon: Super Mario Bros.,Zdobądź rangę P dla każdego poziomu All Night Nippon: Super Mario Bros.,ПoлУчиte P pahг ha kaждom Уpobhe b All Night Nippon: Super Mario Bros.,Consigue una clasificación P en todos los niveles de All Night Nippon: Super Mario Bros.,,ＧＥＴ Ａ Ｐ ＲＡＮＫ ＩＮ ＥＶＥＲＹ ＬＥＶＥＬ ＦＯＲ ＡＬＬ ＮＩＧＨＴ ＮＩＰＰＯＮ: ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ.,Maka P-rank sa lahat ng lebel sa All Night Nippon: Super Mario Bros.,Erreiche einen P-Rang in jedem Level in All Night Nippon: Super Mario Bros.,All Nİght Nİppon: Super Marİo Bros'un tüm levellerİnde P rütbesİne ulaş.,Dapatkan Peringkat P di setiap level untuk All Night Nippon: Super Mario Bros.,Consiga um Rank P em todos os níveis para All Night Nippon: Super Mario Bros.,すべてのオールナイトニッポンのステージで「ピカイチ！！」をゲットしろ,在通宵日本 超级马力欧兄弟中所有关卡获得P评价。
DESC_SMBLL_WORLD9,,Complete Worlds 9 through D in Super Mario Bros. The Lost Levels.,Compléter du Monde 9 à D dans Super Mario Bros. Les Niveaux Perdus,Ukończ światy od 9 do D w Super Mario Bros. The Lost Levels.,Пpoйдиte mиpы 9 дo D b Super Mario Bros. The Lost Levels.,Completa los mundos 9 a D en Super Mario Bros. The Lost Levels.,,ＣＯＭＰＬＥＴＥ ＷＯＲＬＤＳ 9 ＴＨＲＯＵＧＨ Ｄ ＩＮ ＳＵＰＥＲ ＭＡＲＩＯ ＢＲＯＳ. ＴＨＥ ＬＯＳＴ ＬＥＶＥＬＳ.,Tapusin ang mga Mundong 9 hangang D sa Super Mario Bros. The Lost Levels.,Spiele Welten 9 bis D in Super Mario Bros.: The Lost Levels.,Super Marİo Bros.: The Lost Levels'ın Dünya 9 İle D arasındakİ tüm levellerİ bİtİr.,Selesaikan Dunia 9 di Super Mario Bros. The Lost Levels.,Passe pelos Mundos 9 até D para Super Mario Bros. The Lost Levels.,マリオ2のワールド9とA～Dをクリアしろ,通关超级马力欧兄弟 失落的关卡世界9至世界D。
DESC_COMPLETION,,"Get every single achievement, Thank you for playing!","Obtenir tous les succès, Merci d'avoir joué !","Zdobądź każde osiągnięcie, Dziękuję za granie!",ПoлУчиte kaждoe дoctижehиe. cпacибo зa игpУ!,Consigue todos los logros. ¡Gracias por jugar!,,"ＧＥＴ ＥＶＥＲＹ ＳＩＮＧＬＥ ＡＣＨＩＥＶＥＭＥＮＴ, ＴＨＡＮＫ ＹＯＵ ＦＯＲ ＰＬＡＹＩＮＧ!","Makuha lahat ng tropeo, Salamat sa paglalaro!",Erhalte jeden Erfolg. Danke fürs Spielen!,Tüm başarıları al. Oynadığın İçİn teşekkürler!,"Dapatkan setiap achievement, Terima kasih telah bermain!","Consiga todas as conquistas, Obrigado por jogar!",すべてのトロフィーをあつめよう。あそぶしてくれてありがとう！,获得全部成就，感谢你的游玩！
,,,,,,,,,,,,,,,
ACHIEVEMENT_UNLOCK,,New Achievement!,Nouveau Succès !,Nowe Osiągnięcie!,hoboe Дoctижehиe!,Nuevo logro!,Nuovo obiettivo!,ＮＥＷ ＡＣＨＩＥＶＥＭＥＮＴ!,Bagong Tropeo!,Erfolg freigeschaltet!,Yenİ Başarı!,Achievement Baru!,Nova Conquista!,トロフィーアンロック！,新成就解锁！
,,,,,,,,,,,,,,,
F_RANK_MESSAGE,,Fail...,Aïe...,Fatalnie...,heУдaчa...,Fracaso...,Fallito...,ＦＡＩＬ...,Bitin...,Fehlgeschlagen...,Başarısız...,Gagal...,Fracasso...,ミス...,不及格…
D_RANK_MESSAGE,,Dire...,Bof...,Do bani...,Ужacho...,Terrible...,Mediocre...,ＤＩＲＥ...,Hmm..,Das geht noch besser...,Berbat...,Mengerikan...,Terrível...,ダメダメ...,糟糕…
C_RANK_MESSAGE,,Cool!,Pas Mal !,Całkiem nieźle.,kpУto!,¡Genial!,Fico!,ＣＯＯＬ!,Pwede na...,Cool!,Havalı!,Keren!,Legal!,チョイイマイチ...,不错！
B_RANK_MESSAGE,,Brilliant!,Super !,Bardzo dobrze!,Блectящe!,¡Brillante!,Brillante!,ＢＲＩＬＬＩＡＮＴ!,Galing!,Brilliant!,Muhteşem!,Sangat keren!,Brilhante!,ボチボチ...,出色！
A_RANK_MESSAGE,,Awesome!,Génial !,Arcydobrze!,xopoшo!,¡Impresionante!,Fantastico!,ＡＷＥＳＯＭＥ!,Ang Lupit!,Abgefahren!,Harİka!,Luar biasa!,Incrível!,アッパレ！,厉害！
S_RANK_MESSAGE,,Superb!,Incroyable !,Super!,otличho!,¡Magnífico!,Superbo!,ＳＵＰＥＲＢ!,Ang Husay!,Super!,Müthİş!,Hebat!,Esplêndido!,スーパー！,卓越！
P_RANK_MESSAGE,,Perfect!,Parfait !,Perfekcyjnie!,Идeaльho!,¡Perfecto!,Perfetto!,ＰＥＲＦＥＣＴ!,Perpekto!,Perfekt!,Mükemmel!,Sempurna!,Perfeito!,ピカイチ！！,完美！
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
